ID_RMC,Ciclo,Ramo,Nombre del programa,Derecho Social o Bienestar Económico (directo),Descripción del programa,Población Potencial,Población Objetivo,Población Atendida,Cobertura del programa (PA/PPx100),Eficiencia del programa (PA/POx100),Original,Modificado,Ejercido
11-U080,2016,Educación Pública,Apoyos a centros y organizaciones de educación,Educación,"El objetivo del programa Apoyos a Centros y Organizaciones de Educación es contribuir a asegurar mayor cobertura, inclusión y equidad educativa entre todos los grupos de la población para la construcción de una sociedad más justa, mediante el apoyo a los Centros y Organizaciones educativas y de la sociedad civil, así como a las Entidades Federativas para que lleven a cabo actividades de educación integral e incluyente (culturales, artísticas, deportivas, socioemocionales, investigación, capacitación, difusión y publicación). El subsidio anual permite solventar gastos inherentes a la operación y prestación de servicios educativos, entre ellos: Cumplir cabalmente con convenios celebrados entre la SEP y diversas instancias; apoyar esfuerzos para disminuir la vulnerabilidad de los jóvenes; difundir actividades culturales, científicas y educativas; publicar investigaciones, conferencias, cursos, programas académicos, talleres, etc.; mejorar las plataformas tecnológicas; promover los programas educativos en la modalidad abierta y a distancia.",10468.0,6162.0,4134.0,39.49,67.09,961.92,17041.34,17041.34
11-U006,2016,Educación Pública,Subsidios para organismos descentralizados estatales,Educación,"El programa contribuye a asegurar mayor cobertura, inclusión y equidad educativa entre todos los grupos de la población para la construcción de una sociedad más justa mediante el apoyo anual a los Organismos Descentralizados Estatales (ODE) para la prestación de los servicios de educación media superior (EMS), educación superior (ES) y  de formación para el trabajo (FT) que están integrados por universidades públicas estatales, universidades públicas estatales de apoyo solidario, universidades interculturales, universidades tecnológicas, institutos tecnológicos descentralizados, universidades politécnicas, planteles de educación media superior y formación para el trabajo. Los apoyos que entrega son subsidios federales para el sostenimiento del funcionamiento de los ODE a través del gasto corriente (pago de nómina del personal docente y administrativo de los planteles) y gastos de operación. ",3494.0,3494.0,3494.0,100.0,100.0,77597.27,83465.28,83465.28
11-S270,2016,Educación Pública,Programa Nacional de Inglés,Educación,"En 2016 el Programa Nacional de Inglés (PRONI) se planteó como objetivo: fortalecer los procesos de enseñanza y aprendizaje del inglés como una segunda lengua en las escuelas públicas de educación básica, a través del establecimiento de condiciones técnicas y pedagógicas. Para ello, el PRONI apoya anualmente a las Autoridades Educativas Locales (AEL) con la producción y distribución de materiales educativos; el fortalecimiento académico y certificación académica internacional de los docentes y asesores, así como de sus competencias didácticas; promueve procesos de certificación internacional del alumnado, en condiciones de igualdad para alumnas y alumnos y apoya a las AEL para la implementación de la enseñanza del inglés en las escuelas públicas de educación básica de 3° de preescolar a 6° de primaria.",127056.0,33093.0,33131.0,26.08,100.11,789.02,655.3,655.29
11-S247,2016,Educación Pública,Programa para el Desarrollo Profesional Docente,Educación,"Este programa orienta sus acciones a que el personal docente, directivos y cuerpos académicos acceden y/o concluyen esquemas de habilitación, formación, actualización académica, capacitación y/o proyectos de investigación para favorecer al cumplimiento de las prioridades que establece la Reforma Educativa, como es el  mejoramiento de la calidad de la educación, entre otros. Es operado de manera conjunta por la Dirección General de Formación Continua, Actualización y Desarrollo Profesional de Maestros de Educación Básica y la Coordinación Nacional del Servicio Profesional Docente (para educación básica), la Subsecretaría de Educación Media Superior (para Media Superior), y la Dirección General de Educación Superior Universitaria, la Coordinación General de Universidades Tecnológicas y Politécnicas, la Dirección General de Educación Superior para Profesionales de la Educación y el Tecnológico Nacional de México (para Educación Superior). Así pues, considerando que los recursos que recibe el Programa, son los estipulados en el Presupuesto de Egresos de la Federación, los apoyos que otorga son anuales.",1250657.0,431304.0,72411.0,5.79,16.79,2645.82,961.35,961.35
11-S243,2016,Educación Pública,Programa Nacional de Becas,Educación,"El programa contribuye a mejorar el acceso, la permanencia, el egreso y/o la superación académica y de investigación en el Sistema Educativo Nacional, mediante el otorgamiento de becas y/o apoyos a los estudiantes, recién egresados/as y personal académico y de investigación. La periodicidad del otorgamiento es variable, depende del tipo de beca, dicha periodicidad se establece en las Reglas de Operación (ROP) del programa. En 2016, las 19 Unidades que operaron el programa otorgaron las becas o apoyos, según su ámbito de competencia.",,3270466.0,1811729.0,,55.4,12651.85,10221.75,10220.15
11-E066,2016,Educación Pública,Educación Inicial y Básica Comunitaria,Educación,"Contribuir a asegurar mayor cobertura, inclusión y equidad educativa entre todos los grupos de la población para la construcción de una sociedad más justa mediante la atención a niños y jóvenes que viven en localidades de alta y muy alta marginación y/o rezago social con servicios de educación inicial (EI) y básica comunitaria (EBC) y apoyos de programas compensatorios (PC). Así como, propiciar oportunidades, con perspectiva de género, para que niñas, niños y adolescentes hasta los 16 años, y familias de localidades de alta y muy alta marginación y/o rezago social accedan, permanezcan y egresen de los servicios de Educación Inicial y Básica Comunitaria.",647049.0,334919.0,355712.0,54.97,106.21,4636.41,4604.56,4604.56
11-E064,2016,Educación Pública,Educación para Adultos (INEA),Educación,"El Programa otorga a la población de 15 años y más en condición de rezago educativo servicios educativos gratuitos de calidad en la alfabetización, primaria y secundaria con el apoyo del Modelo de Educación para la Vida y el Trabajo para que concluyan su educación básica, para asegurar una mayor cobertura, inclusión y equidad educativa entre todos los grupos de la población para la construcción de una sociedad más justa.
",29299673.0,1949093.0,3983832.0,13.6,204.39,3144.68,3146.91,3146.91
11-E047,2016,Educación Pública,Programa de infraestructura física educativa,Educación,"El programa coadyuva a mejorar la infraestructura física educativa de los planteles de educación básica y media superior y superior en las Entidades Educativas, mediante acciones de normalización y diseño para la ampliación, adecuación, modernización y conservación para su mejor aprovechamiento y funcionalidad. Es operado conjuntamente por el Instituto Nacional de Infraestructura Física Educativa y el Patronato de Obras e Instalaciones del Instituto Politécnico Nacional. La entrega de los apoyos es acorde con la asignación de recursos presupuestales a través del Presupuesto de Egresos de la Federación. En este contexto dichas acciones consisten en proporcionar servicios a las autoridades involucradas (Organismos Estatales y Autoridades Educativas) para fortalecer sus procesos en materia de infraestructura física educativa.",32.0,32.0,32.0,100.0,100.0,201.87,296.71,296.71
11-E039,2016,Educación Pública,Registro Nacional de Profesionistas y sus Asociaciones,Educación,"El programa realiza la vigilancia del ejercicio profesional y grado académico en México de los egresados de los niveles de Educación Media Superior, Superior, así como, de los Colegios y Federaciones de profesionistas para contribuir a fortalecer la calidad y pertinencia de la Educación Media Superior y formación para el trabajo. Los servicios que otorga de acuerdo a la solicitud de las instituciones educativas durante el año son: 1) el registro de título profesional, 2) la expedición de cédula, asimismo, 3) la autorización y registro tanto de los colegios como de las federaciones de profesionistas.",650452.0,553000.0,650452.0,100.0,117.62,30.03,32.72,32.72
11-E021,2016,Educación Pública,Investigación Científica y Desarrollo Tecnológico,Educación,"En 2016 el programa contribuye a impulsar la educación científica y tecnológica como elemento indispensable para la transformación de México en una sociedad del conocimiento, mediante el otorgamiento de apoyos económicos para la  realización de proyectos de investigación científica, desarrollo tecnológico e innovación que se vinculan con la generación del conocimiento y con los diversos sectores para resolver los problemas nacionales. En este sentido las instituciones responsables del programa destinan recursos anualmente para apoyar proyectos de investigación, desarrollo tecnológico e investigación humanística. Las unidades responsables de operar conjuntamente el programa son: SEMS, DGETI, UPN, UAM, UNAM, IPN, CETI, CINVESTAV, COFAA, COLMEX, TECNM y UAAAN. El programa tiene una planeación anual, en razón de la asignación de recursos en el Presupuesto de Egresos de la Federación.",92005.0,13856.0,12784.0,13.89,92.26,14558.38,14563.52,14563.52
11-E017,2016,Educación Pública,Atención al deporte,Educación,"El programa es operado por la Comisión Nacional de Cultura Física y Deporte (CONADE) y la Comisión de Apelación y Arbitraje del Deporte (CAAD). Su objetivo es la atención a las áreas sustantivas de CONADE, así como, resolver a través de la CAAD el recurso de apelación que se interponga para contribuir a fortalecer la práctica de actividades físicas y deportivas como un componente de la educación integral. El programa otorga apoyos a diferentes beneficiarios durante el año. La CONADE otorga bienes y servicios conforme lo solicitan las áreas internas de la CONADE, por lo cual, los recursos federales son administrados para el gasto corriente en rubros de: pago de contratación de personal, así también, para el pago de bienes y adquisición de servicios. La CAAD ofrece el servicio denominado recurso de apelación por controversias en materia deportiva.",,,,,,757.81,687.67,687.67
11-E013,2016,Educación Pública,Producción y transmisión de materiales educativos,Educación,"El Programa contribuye a promover y difundir el arte y la cultura como recursos formativos privilegiados para impulsar la educación integral mediante la transmisión de programas en las señales de radio y televisión con contenido cultural, artístico, educativo y de entretenimiento. El Programa está dirigido a toda aquella persona que cuente con radio y televisión y que se encuentre dentro de la cobertura de la señal televisiva o radiofónica; así como a los alumnos inscritos en escuelas de modalidad telesecundaria del país. Durante 2016, en este esfuerzo intervinieron, de manera conjunta, los siguientes organismos del sector educativo: XEIPN Canal 11, el Instituto Mexicano de la Radio, la Dirección General de Televisión Educativa, Televisión Metropolitana, S.A. de C. V. y Radio Educación. ",112336538.0,112336538.0,78851019.0,70.19,70.19,1116.86,1264.97,1264.97
